"Serotype","Latitude","Longitude","Diagnosis.status","Animal.type","Species","Observation_date","Host_category"
"H5N1 HPAI",50.137,8.823,"Confirmed","Wild","Anatidae (Incognita)",2022-01-19,"wild_bird"
"H5N1 HPAI",50.441,8.922,"Confirmed","Wild","Anatidae (Incognita)",2022-01-13,"wild_bird"
"H5N1 HPAI",22.488481,114.037884,"Confirmed","Wild","Curlew",2022-01-21,"wild_bird"
"H5N1 HPAI",50.05,22.48,"Confirmed","Domestic","Chicken",2022-01-17,"poultry"
"H5N1 HPAI",51.734,18.863,"Confirmed","Domestic","Duck",2022-01-17,"poultry"
"H5N1 HPAI",52.52,10.32,"Confirmed","Domestic","Chicken",2022-01-24,"poultry"
"H5N1 HPAI",53.25,8.03,"Confirmed","Domestic","Turkey",2022-01-19,"poultry"
"H5N1 HPAI",55.724365,37.595231,"Confirmed","Wild","Anserinae (Unidentified):Anserinae (Incognita)(Anatidae)",2022-01-22,"wild_bird"
"H5N1 HPAI",55.724365,37.595231,"Confirmed","Wild","Mute Swan:cygnus Olor(Anatidae)",2022-01-22,"wild_bird"
"H5N1 HPAI",52.2136,16.75544,"Confirmed","Domestic","Turkey",2022-01-25,"poultry"
"H5N1 HPAI",51.420889,17.683623,"Confirmed","Domestic","Goose",2022-01-12,"poultry"
"H5N1 HPAI",52.6296,15.4497,"Confirmed","Domestic","Unspecified Bird",2021-11-03,"poultry"
"H5N1 HPAI",51.52,17.42,"Confirmed","Domestic","Chicken",2022-01-23,"poultry"
"H5N1 HPAI",39.35,-9.33,"Confirmed","Wild","Yellow-Legged Gull",2022-01-10,"wild_bird"
"H5N1 HPAI",43.06,2.95,"Confirmed","Wild","Pelecanidae (Unidentified):Pelecanidae (Incognita)(Pelecanidae)",2021-12-14,"wild_bird"
"H5N1 HPAI",13.5503,2.0701,"Confirmed","Domestic","Unspecified Bird",2022-01-12,"poultry"
"H5N1 HPAI",13.4592,2.196,"Confirmed","Domestic","Chicken",2022-01-12,"poultry"
"H5N1 HPAI",11.8971,8.4556,"Confirmed","Domestic","Chicken",2022-01-12,"poultry"
"H5N1 HPAI",11.9361,8.4659,"Confirmed","Domestic","Chicken",2022-01-12,"poultry"
"H5N1 HPAI",53.53,17.6,"Confirmed","Wild","Mute Swan:cygnus Olor(Anatidae)",2022-01-23,"wild_bird"
"H5N1 HPAI",52.49,13.47,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2022-01-24,"wild_bird"
"H5N1 HPAI",35.7079,140.5643,"Confirmed","Domestic","Unspecified Bird",2022-01-25,"poultry"
"H5N1 HPAI",46.756123,19.764002,"Confirmed","Domestic","Chicken",2022-01-26,"poultry"
"H5N1 HPAI",52.017161,14.201297,"Confirmed","Wild","Accipitridae (Incognita)",2022-01-19,"wild_bird"
"H5N1 HPAI",52.949,11.885,"Confirmed","Wild","Anatidae (Incognita)",2022-01-24,"wild_bird"
"H5N1 HPAI",50.625192,7.546159,"Confirmed","Domestic","Unspecified Bird",2021-12-30,"poultry"
"H5N1 HPAI",52.06,5.64,"Confirmed","Domestic","Duck",2022-01-24,"poultry"
"H5N1 HPAI",46.4435,15.7896,"Confirmed","Wild","Mute Swan:cygnus Olor(Anatidae)",2022-01-20,"wild_bird"
"H5N1 HPAI",45.8764,15.3352,"Confirmed","Wild","Grey Heron:ardea Cinerea(Ardeidae)",2022-01-18,"wild_bird"
"H5N1 HPAI",45.8764,15.3352,"Confirmed","Wild","Mute Swan:cygnus Olor(Anatidae)",2022-01-18,"wild_bird"
"H5N1 HPAI",45.9133,14.6846,"Confirmed","Wild","Mute Swan:cygnus Olor(Anatidae)",2022-01-15,"wild_bird"
"H5N1 HPAI",45.9278,14.6776,"Confirmed","Wild","Mute Swan:cygnus Olor(Anatidae)",2022-01-18,"wild_bird"
"H5N1 HPAI",46.4435,15.7896,"Confirmed","Wild","Mute Swan:cygnus Olor(Anatidae)",2022-01-13,"wild_bird"
"H5N1 HPAI",36.736827,127.127785,"Confirmed","Domestic","Unspecified Bird",2022-01-23,"poultry"
"H5N1 HPAI",35.6894,126.6954,"Confirmed","Domestic","Unspecified Bird",2022-01-25,"poultry"
"H5N1 HPAI",37.086456,126.880836,"Confirmed","Domestic","Unspecified Bird",2022-01-21,"poultry"
"H5N1 HPAI",37.172477,126.854632,"Confirmed","Domestic","Unspecified Bird",2022-01-21,"poultry"
"H5N1 HPAI",36.9373,127.4186,"Confirmed","Domestic","Unspecified Bird",2022-01-21,"poultry"
"H5N1 HPAI",34.8,126.5,"Confirmed","Domestic","Unspecified Bird",2022-01-14,"poultry"
"H5N1 HPAI",5.253784,-3.80531,"Confirmed","Domestic","Chicken",2021-11-10,"poultry"
"H5N1 HPAI",5.295153,-3.781787,"Confirmed","Domestic","Chicken",2021-11-21,"poultry"
"H5N1 HPAI",-22.67,14.533333,"Confirmed","Wild","Cape Cormorant (Phalacrocorax Capensis)",2022-01-13,"wild_bird"
"H5N1 HPAI",-22.6,14.533333,"Confirmed","Wild","Cape Cormorant (Phalacrocorax Capensis)",2022-01-13,"wild_bird"
"H5N1 HPAI",52.49,20.67,"Confirmed","Wild","Mute Swan:cygnus Olor(Anatidae)",2022-01-26,"wild_bird"
"H5N1 HPAI",54.7203,18.3595,"Confirmed","Wild","Mute Swan:cygnus Olor(Anatidae)",2022-01-23,"wild_bird"
"H5N1 HPAI",26.521401,87.310642,"Confirmed","Domestic","Chicken",2022-01-17,"poultry"
"H5N1 HPAI",53.33976,-6.1973,"Confirmed","Wild","Buzzard",2022-01-21,"wild_bird"
"H5N1 HPAI",54.4,-7,"Confirmed","Wild","Barnacle Goose:branta Leucopsis(Anatidae)",2022-01-26,"wild_bird"
"H5N1 HPAI",49,8.37,"Confirmed","Wild","Accipitridae (Incognita)",2022-01-24,"wild_bird"
"H5N1 HPAI",57.23,-2.45,"Confirmed","Wild","Swan",2021-12-15,"wild_bird"
"H5N1 HPAI",54.06,-1.44,"Confirmed","Wild","Mute Swan:cygnus Olor(Anatidae)",2022-01-18,"wild_bird"
"H5N1 HPAI",56.54,-3.47,"Confirmed","Wild","Buzzard",2022-01-18,"wild_bird"
"H5N1 HPAI",53.27,-3.52,"Confirmed","Wild","Buzzard",2021-12-20,"wild_bird"
"H5N1 HPAI",56.21,-3.39,"Confirmed","Wild","Accipitridae (Incognita)",2022-01-18,"wild_bird"
"H5N1 HPAI",56.21,-3.39,"Confirmed","Wild","Goose",2022-01-18,"wild_bird"
"H5N1 HPAI",51.52,-0.48,"Confirmed","Wild","Mute Swan:cygnus Olor(Anatidae)",2022-01-18,"wild_bird"
"H5N1 HPAI",50.13,-5.5,"Confirmed","Wild","Buzzard",2022-01-19,"wild_bird"
"H5N1 HPAI",54.8,-1.54,"Confirmed","Wild","Canada Goose:branta Canadensis(Anatidae)",2021-11-30,"wild_bird"
"H5N1 HPAI",54.8,-1.54,"Confirmed","Wild","Mute Swan:cygnus Olor(Anatidae)",2021-11-30,"wild_bird"
"H5N1 HPAI",56.8,-2.7,"Confirmed","Wild","Buzzard",2022-01-17,"wild_bird"
"H5N1 HPAI",56.8,-2.7,"Confirmed","Wild","Kite",2022-01-17,"wild_bird"
"H5N1 HPAI",56.43,-2.94,"Confirmed","Wild","Whooper Swan:cygnus Cygnus(Anatidae)",2022-01-21,"wild_bird"
"H5N1 HPAI",51.94,-2.58,"Confirmed","Wild","Canada Goose:branta Canadensis(Anatidae)",2022-01-22,"wild_bird"
"H5N1 HPAI",51.94,-2.58,"Confirmed","Wild","Mute Swan:cygnus Olor(Anatidae)",2022-01-22,"wild_bird"
"H5N1 HPAI",55.27,-3.18,"Confirmed","Wild","Buzzard",2022-01-17,"wild_bird"
"H5N1 HPAI",51.91,-2.56,"Confirmed","Domestic","Unspecified Bird",2022-01-17,"poultry"
"H5N1 HPAI",57.39,-2.32,"Confirmed","Domestic","Unspecified Bird",2022-01-22,"poultry"
"H5N1 HPAI",55.36,-4.62,"Confirmed","Wild","Buzzard",2022-01-22,"wild_bird"
"H5N1 HPAI",52.52,0.27,"Confirmed","Wild","Whooper Swan:cygnus Cygnus(Anatidae)",2021-11-08,"wild_bird"
"H5N1 HPAI",54.46,-0.6,"Confirmed","Domestic","Unspecified Bird",2022-01-24,"poultry"
"H5N1 HPAI",50.62,-3.4,"Confirmed","Wild","Herring Gull:larus Argentatus(Laridae)",2022-01-14,"wild_bird"
"H5N1 HPAI",57.56,-3.93,"Confirmed","Wild","Buzzard",2021-12-29,"wild_bird"
"H5N1 HPAI",52.18,1.13,"Confirmed","Wild","Buzzard",2022-01-18,"wild_bird"
"H5N1 HPAI",55.07,-1.47,"Confirmed","Wild","Buzzard",2022-01-17,"wild_bird"
"H5N1 HPAI",55.07,-1.47,"Confirmed","Wild","Common Kestrel:falco Tinnunculus(Falconidae)",2022-01-17,"wild_bird"
"H5N1 HPAI",54.76,-2.69,"Confirmed","Wild","Buzzard",2022-01-14,"wild_bird"
"H5N1 HPAI",53.62,-2.86,"Confirmed","Wild","Buzzard",2021-11-12,"wild_bird"
"H5N1 HPAI",53.62,-2.86,"Confirmed","Wild","Eurasian Sparrowhawk:accipiter Nisus(Accipitridae)",2021-11-12,"wild_bird"
"H5N1 HPAI",53.88,-0.39,"Confirmed","Wild","Mute Swan:cygnus Olor(Anatidae)",2021-12-31,"wild_bird"
"H5N1 HPAI",54.99,-3.07,"Confirmed","Wild","Buzzard",2021-12-29,"wild_bird"
"H5N1 HPAI",52.61,-1.94,"Confirmed","Wild","Canada Goose:branta Canadensis(Anatidae)",2021-11-22,"wild_bird"
"H5N1 HPAI",52.29,-0.68,"Confirmed","Wild","Swan",2021-11-20,"wild_bird"
"H5N1 HPAI",52.29,-2.05,"Confirmed","Wild","Canada Goose:branta Canadensis(Anatidae)",2021-11-22,"wild_bird"
"H5N1 HPAI",52.45,-1.9,"Confirmed","Wild","Gull",2022-01-02,"wild_bird"
"H5N1 HPAI",52.45,-1.9,"Confirmed","Wild","Mute Swan:cygnus Olor(Anatidae)",2022-01-02,"wild_bird"
"H5N1 HPAI",50.65,-2.6,"Confirmed","Wild","Swan",2021-11-18,"wild_bird"
"H5N1 HPAI",54.29,-4.48,"Confirmed","Wild","Phasianidae (Unidentified):Phasianidae (Incognita)(Phasianidae)",2022-01-17,"wild_bird"
"H5N1 HPAI",35.9087,126.9998,"Confirmed","Wild","Spot-Billed Duck:anas Poecilorhyncha(Anatidae)",2022-01-18,"wild_bird"
"H5N1 HPAI",35.896111,126.988333,"Confirmed","Wild","Mallard:anas Platyrhynchos(Anatidae)",2022-01-18,"wild_bird"
"H5N1 HPAI",36.8091,126.9743,"Confirmed","Wild","Mallard:anas Platyrhynchos(Anatidae)",2022-01-13,"wild_bird"
"H5N1 HPAI",35.9081,126.9996,"Confirmed","Wild","Anatidae (Incognita)",2022-01-17,"wild_bird"
"H5N1 HPAI",35.9101,127.0254,"Confirmed","Wild","Unspecified Bird",2022-01-19,"wild_bird"
"H5N1 HPAI",36.9676,127.137,"Confirmed","Wild","Ruddy Shelduck",2022-01-25,"wild_bird"
"H5N1 HPAI",38.266872,127.288767,"Confirmed","Wild","Unspecified Bird",2022-01-21,"wild_bird"
"H5N1 HPAI",47.437752,28.290161,"Confirmed","Domestic","Unspecified Bird",2022-01-01,"poultry"
"H5N1 HPAI",46.9312,26.3431,"Confirmed","Wild","Mute Swan:cygnus Olor(Anatidae)",2022-01-31,"wild_bird"
"H5N1 HPAI",47.755765,21.387994,"Confirmed","Wild","Buzzard",2022-01-21,"wild_bird"
"H5N1 HPAI",48.120974,21.467563,"Confirmed","Wild","Mute Swan:cygnus Olor(Anatidae)",2022-01-26,"wild_bird"
"H5N1 HPAI",-26,28.3,"Confirmed","Domestic","Ostrich",2022-01-24,"poultry"
"H5N1 HPAI",-26,28.3,"Confirmed","Domestic","Unspecified Bird",2022-01-24,"poultry"
"H5N1 HPAI",60.1795,24.9415,"Confirmed","Wild","Mallard:anas Platyrhynchos(Anatidae)",2022-01-09,"wild_bird"
"H5N1 HPAI",51.512,14.623,"Confirmed","Wild","Anatidae (Incognita)",2022-01-19,"wild_bird"
"H5N1 HPAI",51.389,13.423,"Confirmed","Wild","Anatidae (Incognita)",2022-01-19,"wild_bird"
"H5N1 HPAI",32.458837,35.556231,"Confirmed","Wild","Common Shelduck (Tadorna Tadorna)",2021-12-27,"wild_bird"
"H5N1 HPAI",32.830754,35.081387,"Confirmed","Wild","Pelecanidae (Unidentified):Pelecanidae (Incognita)(Pelecanidae)",2021-12-27,"wild_bird"
"H5N1 HPAI",48.992,12.135,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2022-01-31,"wild_bird"
"H5N1 HPAI",50.192,11.91,"Confirmed","Wild","Anatidae (Incognita)",2022-01-26,"wild_bird"
"H5N1 HPAI",49.262,12.8,"Confirmed","Wild","Anatidae (Incognita)",2022-01-31,"wild_bird"
"H5N1 HPAI",52.43,5.61,"Confirmed","Domestic","Duck",2022-01-30,"poultry"
"H5N1 HPAI",51.11,7.4,"Confirmed","Domestic","Unspecified Bird",2022-01-28,"poultry"
"H5N1 HPAI",51.49,7.4,"Confirmed","Domestic","Unspecified Bird",2022-01-25,"poultry"
"H5N1 HPAI",11.8842,8.5468,"Confirmed","Domestic","Chicken",2022-01-11,"poultry"
"H5N1 HPAI",10.1975,11.4944,"Confirmed","Domestic","Chicken",2022-01-11,"poultry"
"H5N1 HPAI",12.0019,8.4209,"Confirmed","Domestic","Chicken",2022-01-12,"poultry"
"H5N1 HPAI",12.0149,8.4415,"Confirmed","Domestic","Chicken",2022-01-19,"poultry"
"H5N1 HPAI",11.4122,8.2471,"Confirmed","Domestic","Chicken",2022-01-18,"poultry"
"H5N1 HPAI",9.7163,8.7278,"Confirmed","Domestic","Chicken",2022-01-17,"poultry"
"H5N1 HPAI",12.026,8.4397,"Confirmed","Domestic","Chicken",2022-01-17,"poultry"
"H5N1 HPAI",9.6809,8.7324,"Confirmed","Domestic","Chicken",2022-01-18,"poultry"
"H5N1 HPAI",9.742,8.733,"Confirmed","Domestic","Chicken",2022-01-18,"poultry"
"H5N1 HPAI",10.4014,8.5575,"Confirmed","Domestic","Chicken",2022-01-17,"poultry"
"H5N1 HPAI",8.81,7.7028,"Confirmed","Domestic","Chicken",2022-01-17,"poultry"
"H5N1 HPAI",10.2791,10.9647,"Confirmed","Domestic","Chicken",2022-01-16,"poultry"
"H5N1 HPAI",9.0039,7.3128,"Confirmed","Domestic","Chicken",2022-01-24,"poultry"
"H5N1 HPAI",8.9914,7.2932,"Confirmed","Domestic","Chicken",2022-01-23,"poultry"
"H5N1 HPAI",11.8326,13.1471,"Confirmed","Domestic","Chicken",2022-01-23,"poultry"
"H5N1 HPAI",9.044,7.3648,"Confirmed","Domestic","Chicken",2022-01-24,"poultry"
"H5N1 HPAI",9.0042,8.32,"Confirmed","Domestic","Chicken",2022-01-19,"poultry"
"H5N1 HPAI",8.7956,7.2062,"Confirmed","Domestic","Chicken",2022-01-17,"poultry"
"H5N1 HPAI",9.0057,8.2808,"Confirmed","Domestic","Chicken",2022-01-18,"poultry"
"H5N1 HPAI",9.0188,8.33,"Confirmed","Domestic","Chicken",2022-01-19,"poultry"
"H5N1 HPAI",11.959,8.5281,"Confirmed","Domestic","Chicken",2022-01-19,"poultry"
"H5N1 HPAI",11.9736,8.3538,"Confirmed","Domestic","Chicken",2022-01-18,"poultry"
"H5N1 HPAI",9.506,8.9124,"Confirmed","Domestic","Chicken",2022-01-25,"poultry"
"H5N1 HPAI",12.4546,6.8713,"Confirmed","Domestic","Chicken",2022-01-24,"poultry"
"H5N1 HPAI",9.5176,8.9172,"Confirmed","Domestic","Chicken",2022-01-23,"poultry"
"H5N1 HPAI",37.4095,-6.599,"Confirmed","Domestic","Unspecified Bird",2022-01-28,"poultry"
"H5N1 HPAI",41.3071,-3.9355,"Confirmed","Domestic","Turkey",2022-01-13,"poultry"
"H5N1 HPAI",47.762109,18.559258,"Confirmed","Wild","Greater White-Fronted Goose (Anser Albifrons)",2022-01-31,"wild_bird"
"H5N1 HPAI",47.640833,18.33,"Confirmed","Wild","Yellow-Legged Gull",2022-01-31,"wild_bird"
"H5N1 HPAI",47.735497,18.215994,"Confirmed","Wild","Magpie",2022-01-31,"wild_bird"
"H5N1 HPAI",53.659,9.621,"Confirmed","Wild","Anatidae (Incognita)",2021-12-10,"wild_bird"
"H5N1 HPAI",53.681,9.689,"Confirmed","Wild","Anatidae (Incognita)",2021-12-13,"wild_bird"
"H5N1 HPAI",53.613,9.663,"Confirmed","Wild","Anatidae (Incognita)",2021-12-13,"wild_bird"
"H5N1 HPAI",53.861,9.335,"Confirmed","Wild","Anatidae (Incognita)",2021-12-17,"wild_bird"
"H5N1 HPAI",53.602075,9.62957,"Confirmed","Wild","Anatidae (Incognita)",2021-12-15,"wild_bird"
"H5N1 HPAI",54.375,10.98,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2021-12-20,"wild_bird"
"H5N1 HPAI",53.998,8.905,"Confirmed","Wild","Anatidae (Incognita)",2021-12-14,"wild_bird"
"H5N1 HPAI",53.998,8.905,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2021-12-14,"wild_bird"
"H5N1 HPAI",54.161467,10.127935,"Confirmed","Wild","Anatidae (Incognita)",2021-12-16,"wild_bird"
"H5N1 HPAI",53.902,9.133,"Confirmed","Wild","Anatidae (Incognita)",2021-12-14,"wild_bird"
"H5N1 HPAI",53.605,9.675,"Confirmed","Wild","Anatidae (Incognita)",2021-12-23,"wild_bird"
"H5N1 HPAI",54.766,8.703,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2021-12-23,"wild_bird"
"H5N1 HPAI",54.08,10.06,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2021-12-17,"wild_bird"
"H5N1 HPAI",54.071,9.041,"Confirmed","Wild","Anatidae (Incognita)",2021-12-20,"wild_bird"
"H5N1 HPAI",53.892,9.176,"Confirmed","Wild","Anatidae (Incognita)",2021-12-20,"wild_bird"
"H5N1 HPAI",53.9138,9.329,"Confirmed","Wild","Anatidae (Incognita)",2021-12-07,"wild_bird"
"H5N1 HPAI",53.821378,9.401293,"Confirmed","Wild","Anatidae (Incognita)",2021-12-07,"wild_bird"
"H5N1 HPAI",54.227,8.87,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2021-12-07,"wild_bird"
"H5N1 HPAI",54.685,8.776,"Confirmed","Wild","Anatidae (Incognita)",2021-12-14,"wild_bird"
"H5N1 HPAI",54.05,10.061,"Confirmed","Wild","Anatidae (Incognita)",2021-12-06,"wild_bird"
"H5N1 HPAI",54.128,8.867,"Confirmed","Wild","Anatidae (Incognita)",2021-12-09,"wild_bird"
"H5N1 HPAI",54.128,8.867,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2021-12-09,"wild_bird"
"H5N1 HPAI",54.883,8.316,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2021-12-10,"wild_bird"
"H5N1 HPAI",53.92,10.703,"Confirmed","Wild","Anatidae (Incognita)",2021-12-13,"wild_bird"
"H5N1 HPAI",53.4102,12.044,"Confirmed","Wild","Anatidae (Incognita)",2021-12-24,"wild_bird"
"H5N1 HPAI",51.86,5.08,"Confirmed","Domestic","Chicken",2022-01-31,"poultry"
"H5N1 HPAI",52.101,9.382,"Confirmed","Wild","Anatidae (Incognita)",2022-01-19,"wild_bird"
"H5N1 HPAI",52.968185,10.960504,"Confirmed","Wild","Accipitridae (Incognita)",2022-01-22,"wild_bird"
"H5N1 HPAI",53.441,8.116,"Confirmed","Wild","Anatidae (Incognita)",2022-01-28,"wild_bird"
"H5N1 HPAI",53.709,7.805,"Confirmed","Wild","Anatidae (Incognita)",2022-01-26,"wild_bird"
"H5N1 HPAI",53.54,8.095,"Confirmed","Wild","Accipitridae (Incognita)",2022-01-28,"wild_bird"
"H5N1 HPAI",53.54,8.095,"Confirmed","Wild","Anatidae (Incognita)",2022-01-28,"wild_bird"
"H5N1 HPAI",53.54,8.095,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2022-01-28,"wild_bird"
"H5N1 HPAI",53.336,7.275,"Confirmed","Wild","Accipitridae (Incognita)",2022-01-26,"wild_bird"
"H5N1 HPAI",53.464,7.351,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2022-01-26,"wild_bird"
"H5N1 HPAI",53.67,7.56,"Confirmed","Wild","Anatidae (Incognita)",2022-01-21,"wild_bird"
"H5N1 HPAI",53.67,7.56,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2022-01-21,"wild_bird"
"H5N1 HPAI",52.845,10.411,"Confirmed","Wild","Strigidae (Unidentified):Strigidae (Incognita)(Strigidae)",2022-01-26,"wild_bird"
"H5N1 HPAI",52.323485,10.386887,"Confirmed","Wild","Anatidae (Incognita)",2022-01-14,"wild_bird"
"H5N1 HPAI",53.485,8.054,"Confirmed","Wild","Anatidae (Incognita)",2022-01-21,"wild_bird"
"H5N1 HPAI",55.59299,14.286514,"Confirmed","Wild","Buzzard",2022-01-15,"wild_bird"
"H5N1 HPAI",59.322525,18.111556,"Confirmed","Wild","Mute Swan:cygnus Olor(Anatidae)",2022-01-11,"wild_bird"
"H5N1 HPAI",48.28321,13.15219,"Confirmed","Wild","Mute Swan:cygnus Olor(Anatidae)",2022-01-25,"wild_bird"
"H5N1 HPAI",46.829746,15.561343,"Confirmed","Wild","Mute Swan:cygnus Olor(Anatidae)",2022-01-20,"wild_bird"
"H5N1 HPAI",46.829746,15.561343,"Confirmed","Wild","Mute Swan:cygnus Olor(Anatidae)",2022-01-24,"wild_bird"
"H5N1 HPAI",45.04,-64.63,"Confirmed","Domestic","Turkey",2022-01-30,"poultry"
"H5N1 HPAI",16.4,-16.3,"Confirmed","Wild","Rose Pelican (Pelecanus Onocrotalus)",2022-01-25,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2021-12-15,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2021-12-20,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2021-12-20,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2021-12-20,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2021-12-20,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2021-12-07,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2021-12-14,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2021-12-14,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2021-12-07,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2021-12-09,"wild_bird"
"H5N1 HPAI",52.242482,14.421342,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2022-01-26,"wild_bird"
"H5N1 HPAI",50.8,7.11,"Confirmed","Wild","Accipitridae (Incognita)",2022-01-28,"wild_bird"
"H5N1 HPAI",52.02,7.65,"Confirmed","Wild","Anatidae (Incognita)",2022-01-31,"wild_bird"
"H5N1 HPAI",51.808,6.55,"Confirmed","Wild","Anatidae (Incognita)",2022-01-26,"wild_bird"
"H5N1 HPAI",53.565,10.01,"Confirmed","Wild","Anatidae (Incognita)",2022-01-27,"wild_bird"
"H5N1 HPAI",36.9189,127.1128,"Confirmed","Domestic","Chicken",2022-02-02,"poultry"
"H5N1 HPAI",36.7557,126.8351,"Confirmed","Domestic","Chicken",2022-01-30,"poultry"
"H5N1 HPAI",36.9115,127.4453,"Confirmed","Domestic","Unspecified Bird",2022-02-01,"poultry"
"H5N1 HPAI",35.756965,126.989265,"Confirmed","Domestic","Unspecified Bird",2022-01-29,"poultry"
"H5N1 HPAI",39.140842,-9.296611,"Confirmed","Domestic","Unspecified Bird",2022-02-04,"poultry"
"H5N1 HPAI",51.33221,4.23838,"Confirmed","Wild","Barnacle Goose:branta Leucopsis(Anatidae)",2022-01-25,"wild_bird"
"H5N1 HPAI",5.4939,10.3757,"Confirmed","Domestic","Chicken",2022-01-28,"poultry"
"H5N1 HPAI",54.02,11.95,"Confirmed","Domestic","Chicken",2022-02-04,"poultry"
"H5N1 HPAI",54.743955,9.813303,"Confirmed","Wild","Anatidae (Incognita)",2021-12-28,"wild_bird"
"H5N1 HPAI",53.82533,9.397259,"Confirmed","Wild","Anatidae (Incognita)",2021-12-27,"wild_bird"
"H5N1 HPAI",53.789,9.437,"Confirmed","Wild","Anatidae (Incognita)",2021-12-27,"wild_bird"
"H5N1 HPAI",54.008324,9.637499,"Confirmed","Wild","Anatidae (Incognita)",2021-12-23,"wild_bird"
"H5N1 HPAI",54.7089,8.783,"Confirmed","Wild","Accipitridae (Incognita)",2021-12-28,"wild_bird"
"H5N1 HPAI",53.870195,9.36055,"Confirmed","Wild","Anatidae (Incognita)",2021-12-28,"wild_bird"
"H5N1 HPAI",54.16544,10.403534,"Confirmed","Wild","Anatidae (Incognita)",2021-12-22,"wild_bird"
"H5N1 HPAI",54.028167,9.150202,"Confirmed","Wild","Accipitridae (Incognita)",2021-12-20,"wild_bird"
"H5N1 HPAI",53.825128,9.396658,"Confirmed","Wild","Anatidae (Incognita)",2021-12-27,"wild_bird"
"H5N1 HPAI",53.78,9.76,"Confirmed","Wild","Anatidae (Incognita)",2021-12-23,"wild_bird"
"H5N1 HPAI",53.6263,9.689,"Confirmed","Wild","Anatidae (Incognita)",2021-12-23,"wild_bird"
"H5N1 HPAI",53.822594,9.402409,"Confirmed","Wild","Anatidae (Incognita)",2021-12-23,"wild_bird"
"H5N1 HPAI",53.497,10.267,"Confirmed","Wild","Anatidae (Incognita)",2021-12-14,"wild_bird"
"H5N1 HPAI",53.80915,9.478015,"Confirmed","Wild","Anatidae (Incognita)",2021-12-21,"wild_bird"
"H5N1 HPAI",48.998,8.403,"Confirmed","Wild","Anatidae (Incognita)",2022-02-02,"wild_bird"
"H5N1 HPAI",48.998,8.403,"Confirmed","Wild","Pelecanidae (Unidentified):Pelecanidae (Incognita)(Pelecanidae)",2022-02-02,"wild_bird"
"H5N1 HPAI",49.414,8.662,"Confirmed","Wild","Anatidae (Incognita)",2022-01-05,"wild_bird"
"H5N1 HPAI",49.48,8.49,"Confirmed","Wild","Anatidae (Incognita)",2022-02-03,"wild_bird"
"H5N1 HPAI",45.19107,41.504423,"Confirmed","Domestic","Turkey",2022-02-01,"poultry"
"H5N1 HPAI",45.402999,41.521164,"Confirmed","Domestic","Turkey",2022-01-31,"poultry"
"H5N1 HPAI",45.196136,41.505517,"Confirmed","Domestic","Turkey",2022-01-31,"poultry"
"H5N1 HPAI",49.986828,15.574066,"Confirmed","Domestic","Duck",2022-01-22,"poultry"
"H5N1 HPAI",51.2299,5.098982,"Confirmed","Wild","Barnacle Goose:branta Leucopsis(Anatidae)",2022-02-01,"wild_bird"
"H5N1 HPAI",51.09591,4.51999,"Confirmed","Wild","Barnacle Goose:branta Leucopsis(Anatidae)",2022-01-30,"wild_bird"
"H5N1 HPAI",51.26908,4.19419,"Confirmed","Wild","Buzzard",2022-01-28,"wild_bird"
